race_code,race_type,state,district,dem_name,rep_name,dem_party,rep_party,incumbent_party,seat_holder,margin,dem_prob,rep_prob,rating,lean,gcb,pres_2024,swing_24_26,rcv,threeway,oth_party,ind_name,ind_pct,ind_prob,same_party,cand2_name,cand1_prob,dem_status,rep_status,poll_dem,poll_rep,poll_count,polling_avg,polling_weight,dem_pct,rep_pct,oth_pct,dem_votes,rep_votes,oth_votes,ind_votes,total_votes
AK-GOV,governor,AK,GOV,Tom Begich,Click Bishop,DEM,REP,,REP,-5.4,37.2,62.8,Lean R,-13.18,4.74,-13.8,8.4,True,False,,,0.0,0.0,,,0.0,confirmed,confirmed,52.26,42.66,6,9.600000000000001,0.21,46.54,51.86,1.6,110051,122612,3783,0,236446
AL-GOV,governor,AL,GOV,Doug Jones,Tommy Tuberville,DEM,REP,,REP,-21.87,1.8,98.2,Safe R,-29.63,4.74,-30.88,9.01,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,34.1,52.6,1,-18.5,0.15,39.06,60.94,0.0,619386,966177,0,0,1585563
AR-GOV,governor,AR,GOV,Fredrick Love,Sarah Huckabee Sanders,DEM,REP,REP,REP,-26.9,0.5,99.5,Safe R,-30.5,4.74,-31.57,4.66,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,36.55,63.45,0.0,306804,532653,0,0,839457
AZ-GOV,governor,AZ,GOV,Katie Hobbs,Andy Biggs,DEM,REP,DEM,DEM,7.01,75.0,25.0,Lean D,-4.25,4.74,-5.59,12.6,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,42.53,36.14,11,6.390000000000001,0.257,53.51,46.49,0.0,1269432,1103092,0,0,2372523
CA-GOV,governor,CA,GOV,Xavier Becerra,Steve Hilton,DEM,REP,,DEM,28.61,99.7,0.3,Safe D,23.32,4.74,20.82,7.79,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.05,33.37,2,21.68,0.15,64.3,35.7,0.0,7136874,3961669,0,0,11098543
CO-GOV,governor,CO,GOV,Michael Bennet,Barbara Kirkmeyer,DEM,REP,,DEM,20.56,97.6,2.4,Safe D,11.58,4.74,11.29,9.26,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.1,37.8,1,12.300000000000004,0.15,60.28,39.72,0.0,1347167,887754,0,0,2234922
CT-GOV,governor,CT,GOV,Ned Lamont,Ryan Fazio,DEM,REP,DEM,DEM,17.71,95.6,4.4,Safe D,15.88,4.74,14.76,2.95,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.0,42.0,1,8.0,0.15,58.85,41.15,0.0,724587,506553,0,0,1231140
FL-GOV,governor,FL,GOV,David Jolly,Byron Donalds,DEM,REP,,REP,-4.75,32.4,67.6,Lean R,-10.56,4.74,-13.22,8.47,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,39.22,42.62,16,-3.3999999999999986,0.28,47.62,52.38,0.0,3645445,4009381,0,0,7654826
GA-GOV,governor,GA,GOV,Keisha Lance Bottoms,Rick Jackson,DEM,REP,,REP,3.06,61.6,38.4,Lean D,-1.71,4.74,-2.21,5.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,48.0,43.33,1,4.670000000000002,0.15,51.53,48.47,0.0,1893780,1781266,0,0,3675046
HI-GOV,governor,HI,GOV,Josh Green,Gary Cordery,DEM,REP,DEM,DEM,31.2,99.9,0.1,Safe D,25.73,4.74,23.56,7.64,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,65.6,34.4,0.0,237278,124413,0,0,361691
IA-GOV,governor,IA,GOV,Rob Sand,Zach Lahn,DEM,REP,,REP,3.26,62.3,37.7,Lean D,-12.1,4.74,-13.45,16.71,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,50.37,40.41,3,9.96,0.15,51.63,48.37,0.0,601232,563222,0,0,1164454
ID-GOV,governor,ID,GOV,Terri Pickens,Brad Little,DEM,REP,REP,REP,-44.88,0.0,100.0,Safe R,-36.28,4.74,-37.52,-7.36,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,27.56,72.44,0.0,174597,458946,0,0,633543
IL-GOV,governor,IL,GOV,JB Pritzker,Darren Bailey,DEM,REP,DEM,DEM,18.04,95.9,4.1,Safe D,12.91,4.74,11.14,6.91,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,54.3,34.0,1,20.299999999999997,0.15,59.02,40.98,0.0,2334100,1620637,0,0,3954737
KS-GOV,governor,KS,GOV,Ethan Corson,Vicki Schmidt,DEM,REP,,DEM,-14.23,8.6,91.4,Likely R,-16.26,4.74,-16.41,2.18,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,,,0,,0.0,42.88,57.12,0.0,398529,530785,0,0,929314
MA-GOV,governor,MA,GOV,Maura Healey,Mike Minogue,DEM,REP,DEM,DEM,31.18,99.9,0.1,Safe D,27.69,4.74,25.91,5.27,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,55.17,30.34,6,24.830000000000002,0.21,65.59,34.41,0.0,1594865,836702,0,0,2431568
MD-GOV,governor,MD,GOV,Wes Moore,Dan Cox,DEM,REP,DEM,DEM,35.7,100.0,0.0,Safe D,30.41,4.74,29.51,6.19,False,False,,,0.0,0.0,,,0.0,confirmed,confirmed,49.33,29.04,2,20.29,0.15,67.85,32.15,0.0,1443026,683808,0,0,2126834
