race_code,poll_dem,poll_rep,poll_oth,poll_oth_party,poll_dem2,poll_rep2,poll_count,poll_recency
AK-SEN,47.59,45.68,0.0,,0.0,0.0,7,0.1176
AR-SEN,36.0,58.0,0.0,,0.0,0.0,1,0.5878
FL-SEN,37.98,45.51,0.0,,0.0,0.0,3,0.4973
GA-SEN,47.89,42.79,0.0,,0.0,0.0,11,0.0949
IA-SEN,41.12,43.99,0.0,,0.0,0.0,3,0.1183
KS-SEN,45.75,54.25,0.0,,0.0,0.0,1,0.4454
KY-SEN,37.6,47.4,0.0,,0.0,0.0,1,0.1768
MA-SEN,56.65,26.04,0.0,,0.0,0.0,5,0.2845
ME-SEN,44.37,41.41,0.0,,0.0,0.0,10,0.2924
MI-SEN,44.26,42.9,0.0,,0.0,0.0,8,0.1054
MN-SEN,46.85,40.43,0.0,,0.0,0.0,4,0.1508
MT-SEN,19.0,43.0,15.0,IND,0.0,0.0,1,0.4253
NC-SEN,48.45,37.34,0.0,,0.0,0.0,11,0.1109
NE-SEN,47.0,48.0,0.0,,0.0,0.0,2,0.2682
NH-SEN,47.29,39.7,0.0,,0.0,0.0,12,0.0968
OH-SEN,49.0,47.76,0.0,,0.0,0.0,6,0.1227
SC-SEN,40.74,45.46,0.0,,0.0,0.0,2,0.3742
SD-SEN,31.8,49.29,0.0,,0.0,0.0,2,0.4012
TX-SEN,43.8,46.35,0.98,LIB,0.0,0.0,12,0.1266
VA-SEN,45.0,38.0,0.0,,0.0,0.0,1,0.0001
AK-GOV,41.66,20.42,0.0,,0.0,17.3,5,0.1416
AL-GOV,34.1,52.6,0.0,,0.0,0.0,1,0.0769
AZ-GOV,43.64,36.69,0.0,,0.0,0.0,9,0.0989
CO-GOV,50.1,37.8,0.0,,0.0,0.0,1,0.009
CT-GOV,50.0,42.0,0.0,,0.0,0.0,1,0.0094
FL-GOV,35.32,36.97,1.06,IND,0.0,0.0,10,0.3692
IL-GOV,54.3,34.0,0.0,,0.0,0.0,1,0.0992
MA-GOV,54.76,27.56,0.0,,0.0,0.0,4,0.1759
MD-GOV,49.33,29.04,0.0,,0.0,0.0,2,0.1515
MI-GOV,39.57,37.78,10.14,IND,0.0,0.0,11,0.0878
MN-GOV,51.55,34.74,0.0,,0.0,0.0,3,0.1997
NH-GOV,38.85,48.5,0.0,,0.0,0.0,3,0.3043
NV-GOV,41.8,43.69,0.0,,0.0,0.0,3,0.277
NY-GOV,49.95,32.93,1.04,OTH,0.0,0.0,17,0.1392
OH-GOV,48.92,44.48,0.0,,0.0,0.0,9,0.0706
OR-GOV,44.33,37.33,0.0,,0.0,0.0,1,0.5236
PA-GOV,53.64,35.32,0.0,,0.0,0.0,4,0.3088
TN-GOV,30.33,49.23,0.0,,0.0,0.0,2,0.0075
TX-GOV,41.29,49.58,0.93,LIB,0.0,0.0,5,0.4829
WI-GOV,44.8,43.46,0.0,,0.0,0.0,2,0.0316
AK-01,38.84,46.17,0.0,,0.0,0.0,4,0.1709
AZ-01,42.79,41.59,0.0,,0.0,0.0,2,0.0776
AZ-06,42.0,41.0,0.0,,0.0,0.0,1,0.0394
CA-03,45.0,47.0,0.0,,0.0,0.0,1,0.0042
CA-22,43.0,42.0,0.0,,0.0,0.0,1,0.0082
CA-40,43.5,44.0,0.0,,0.0,0.0,1,0.3618
CA-48,43.0,40.0,0.0,,0.0,0.0,1,0.0508
CO-03,39.0,48.0,0.0,,0.0,0.0,1,0.3078
CO-05,40.0,43.0,5.0,IND,0.0,0.0,1,0.0611
FL-27,37.75,44.25,0.0,,0.0,0.0,1,0.0062
IA-01,42.5,42.0,0.0,,0.0,0.0,1,0.0026
IA-03,48.63,41.68,0.0,,0.0,0.0,2,0.0442
ME-02,45.5,48.17,0.0,,0.0,0.0,7,0.3498
MI-04,42.0,44.0,0.0,,0.0,0.0,1,0.0926
MI-07,44.0,40.0,0.0,,0.0,0.0,1,0.0532
MI-10,42.33,43.0,0.0,,0.0,0.0,1,0.3455
MN-01,41.0,44.0,0.0,,0.0,0.0,1,0.5117
MT-01,41.79,46.13,0.0,,0.0,0.0,2,0.2538
NC-01,42.5,43.0,4.5,LIB,0.0,0.0,1,0.5
NE-02,46.33,40.0,0.0,,0.0,0.0,1,0.0474
NH-02,51.18,38.81,0.0,,0.0,0.0,4,0.1216
NJ-02,36.0,46.0,0.0,,0.0,0.0,1,0.0013
NY-01,38.0,41.0,0.0,,0.0,0.0,1,0.1469
NY-04,46.0,41.0,0.0,,0.0,0.0,1,0.7071
NY-17,44.0,39.0,0.0,,0.0,0.0,1,0.7071
NY-18,42.0,35.0,0.0,,0.0,0.0,1,0.7071
PA-01,41.0,41.0,0.0,,0.0,0.0,1,0.0359
PA-08,45.0,43.0,0.0,,0.0,0.0,1,0.013
PA-10,47.91,43.95,0.0,,0.0,0.0,2,0.0463
SC-01,36.0,39.0,0.0,,0.0,0.0,1,0.1309
TX-15,38.0,41.0,0.0,,0.0,0.0,1,0.0179
VA-01,43.5,44.0,0.0,,0.0,0.0,1,0.0084
WI-03,48.52,47.42,0.0,,0.0,0.0,2,0.3732
